#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","PYGN01000116.1",326493,334216,"-",,,"C0J52_04631","PSN53819.1",308,"hypothetical protein C0J52_04631"
"Un","PYGN01000116.1",371724,416350,"-",,,"C0J52_04632","PSN53820.1",492,"hypothetical protein C0J52_04632"
"Un","PYGN01000116.1",590081,590707,"-",,,"C0J52_04633","PSN53821.1",208,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590707,"-",,,"C0J52_04633","PSN53822.1",208,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590707,"-",,,"C0J52_04633","PSN53823.1",208,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590707,"-",,,"C0J52_04633","PSN53824.1",208,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590617,"-",,,"C0J52_04633","PSN53825.1",178,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590617,"-",,,"C0J52_04633","PSN53826.1",178,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",590081,590617,"-",,,"C0J52_04633","PSN53827.1",178,"hypothetical protein C0J52_04633"
"Un","PYGN01000116.1",748927,749426,"-",,,"C0J52_04634","PSN53828.1",87,"hypothetical protein C0J52_04634, partial"
"Un","PYGN01000116.1",840026,847967,"-",,,"C0J52_04635","PSN53829.1",93,"hypothetical protein C0J52_04635"
"Un","PYGN01000116.1",865725,873521,"-",,,"C0J52_04636","PSN53830.1",233,"hypothetical protein C0J52_04636"
"Un","PYGN01000116.1",888422,896384,"-",,,"C0J52_04637","PSN53831.1",178,"hypothetical protein C0J52_04637"
"Un","PYGN01000116.1",909110,917087,"-",,,"C0J52_04638","PSN53832.1",248,"hypothetical protein C0J52_04638"
"Un","PYGN01000116.1",926866,937390,"-",,,"C0J52_04639","PSN53833.1",103,"hypothetical protein C0J52_04639"
"Un","PYGN01000116.1",945509,961121,"-",,,"C0J52_04640","PSN53808.1",215,"hypothetical protein C0J52_04640"
"Un","PYGN01000116.1",963895,980875,"-",,,"C0J52_04641","PSN53806.1",215,"hypothetical protein C0J52_04641"
"Un","PYGN01000116.1",963895,974498,"-",,,"C0J52_04641","PSN53807.1",153,"hypothetical protein C0J52_04641"
"Un","PYGN01000116.1",989323,1000447,"-",,,"C0J52_04642","PSN53811.1",203,"hypothetical protein C0J52_04642"
"Un","PYGN01000116.1",1005511,1022267,"-",,,"C0J52_04643","PSN53809.1",222,"hypothetical protein C0J52_04643"
"Un","PYGN01000116.1",1005524,1022267,"-",,,"C0J52_04643","PSN53810.1",227,"hypothetical protein C0J52_04643"
"Un","PYGN01000116.1",1026900,1052188,"-",,,"C0J52_04644","PSN53813.1",145,"hypothetical protein C0J52_04644"
"Un","PYGN01000116.1",1056505,1090416,"-",,,"C0J52_04645","PSN53812.1",189,"hypothetical protein C0J52_04645"
"Un","PYGN01000116.1",1103378,1107216,"-",,,"C0J52_04646","PSN53815.1",108,"hypothetical protein C0J52_04646"
"Un","PYGN01000116.1",1110154,1119465,"-",,,"C0J52_04647","PSN53814.1",104,"hypothetical protein C0J52_04647"
"Un","PYGN01000116.1",1121772,1130530,"-",,,"C0J52_04648","PSN53817.1",216,"hypothetical protein C0J52_04648"
"Un","PYGN01000116.1",1136257,1162581,"-",,,"C0J52_04649","PSN53816.1",116,"hypothetical protein C0J52_04649"
"Un","PYGN01000116.1",1218290,1227461,"-",,,"C0J52_04650","PSN53797.1",118,"hypothetical protein C0J52_04650"
"Un","PYGN01000116.1",1284467,1284895,"+",,,"C0J52_04651","PSN53798.1",142,"hypothetical protein C0J52_04651, partial"
"Un","PYGN01000116.1",1284533,1284895,"+",,,"C0J52_04651","PSN53799.1",120,"hypothetical protein C0J52_04651, partial"
"Un","PYGN01000116.1",1313864,1335044,"-",,,"C0J52_04652","PSN53792.1",135,"hypothetical protein C0J52_04652"
"Un","PYGN01000116.1",1405022,1425299,"-",,,"C0J52_04653","PSN53795.1",183,"hypothetical protein C0J52_04653"
"Un","PYGN01000035.1",299209,305228,"-",,,"C0J52_00019","PSN56734.1",627,"hypothetical protein C0J52_00019"
"Un","PYGN01000035.1",306496,312345,"+",,"Ap2b1","C0J52_00017","PSN56732.1",939,"AP-2 complex subunit beta"
"Un","PYGN01000035.1",316330,333183,"+",,"Pitpna_1","C0J52_00020","PSN56765.1",144,"Phosphatidylinositol transfer protein alpha isoform"
"Un","PYGN01000035.1",333373,338921,"+",,"PITPNA_0","C0J52_00021","PSN56764.1",202,"Phosphatidylinositol transfer protein alpha isoform"
"Un","PYGN01000035.1",342847,358000,"-",,"Acads","C0J52_00022","PSN56767.1",284,"Short-chain specific acyl-CoA dehydrogenase"
"Un","PYGN01000035.1",346476,354252,"+",,,"C0J52_00023","PSN56766.1",416,"Ribosome biogenesis protein WDR12"
"Un","PYGN01000035.1",365713,378896,"+",,,"C0J52_00024","PSN56762.1",400,"hypothetical protein C0J52_00024"
"Un","PYGN01000035.1",382170,393898,"+",,"Dhx8","C0J52_00025","PSN56761.1",1061,"ATP-dependent RNA helicase DHX8"
"Un","PYGN01000035.1",400769,408520,"-",,,"C0J52_00026","PSN56763.1",904,"hypothetical protein C0J52_00026"
"Un","PYGN01000035.1",435676,447365,"-",,,"C0J52_00028","PSN56760.1",128,"hypothetical protein C0J52_00028"
"Un","PYGN01000035.1",458895,476442,"+",,,"C0J52_00029","PSN56759.1",690,"hypothetical protein C0J52_00029"
"Un","PYGN01000035.1",501549,504127,"+",,"y_0","C0J52_00030","PSN56703.1",420,"Protein yellow"
"Un","PYGN01000035.1",508975,523665,"+",,,"C0J52_00031","PSN56704.1",579,"hypothetical protein C0J52_00031"
"Un","PYGN01000035.1",526309,581082,"+",,,"C0J52_00032","PSN56701.1",1410,"hypothetical protein C0J52_00032"
"Un","PYGN01000035.1",592105,604439,"+",,"RANBP1","C0J52_00033","PSN56702.1",231,"Ran-specific GTPase-activating protein"
"Un","PYGN01000035.1",622768,623019,"-",,,"C0J52_00034","PSN56699.1",83,"hypothetical protein C0J52_00034"
"Un","PYGN01000035.1",669796,697540,"-",,,"C0J52_00035","PSN56700.1",465,"hypothetical protein C0J52_00035"
"Un","PYGN01000035.1",712472,729604,"-",,"otk","C0J52_00036","PSN56697.1",624,"Tyrosine-protein kinase-like otk"
"Un","PYGN01000035.1",726832,727058,"+",,,"C0J52_00037","PSN56698.1",67,"hypothetical protein C0J52_00037, partial"
"Un","PYGN01000035.1",733524,748950,"-",,"HMCN1","C0J52_00038","PSN56695.1",148,"Hemicentin-1"
"Un","PYGN01000035.1",821331,834965,"-",,,"C0J52_00039","PSN56696.1",876,"hypothetical protein C0J52_00039"
"Un","PYGN01000035.1",847372,876438,"-",,"ROCK2","C0J52_00040","PSN56740.1",1050,"Rho-associated protein kinase 2"
"Un","PYGN01000035.1",876798,887507,"-",,"Rock1","C0J52_00042","PSN56738.1",326,"Rho-associated protein kinase 1"
"Un","PYGN01000035.1",888926,892791,"+",,,"C0J52_00041","PSN56739.1",526,"hypothetical protein C0J52_00041"
"Un","PYGN01000035.1",897514,897693,"+",,,"C0J52_00043","PSN56737.1",59,"hypothetical protein C0J52_00043"
"Un","PYGN01000035.1",904379,942910,"-",,,"C0J52_00044","PSN56744.1",1384,"hypothetical protein C0J52_00044"
"Un","PYGN01000035.1",1051168,1086233,"-",,,"C0J52_00045","PSN56743.1",376,"hypothetical protein C0J52_00045"
"Un","PYGN01000035.1",1128262,1133766,"+",,,"C0J52_00046","PSN56742.1",112,"hypothetical protein C0J52_00046"
"Un","PYGN01000035.1",1148513,1148728,"+",,,"C0J52_00048","PSN56736.1",71,"hypothetical protein C0J52_00048"
"Un","PYGN01000035.1",1148914,1153052,"-",,"Preb","C0J52_00047","PSN56741.1",459,"Prolactin regulatory element-binding protein"
"Un","PYGN01000035.1",1171820,1182147,"+",,"SLC9B2_2","C0J52_00049","PSN56735.1",431,"Sodium/hydrogen exchanger 9B2"
"Un","PYGN01000035.1",1208109,1217077,"+",,"VDDP4","C0J52_00050","PSN56673.1",650,"Venom dipeptidyl peptidase 4"
"Un","PYGN01000035.1",1260761,1284471,"+",,,"C0J52_00051","PSN56674.1",611,"hypothetical protein C0J52_00051"
"Un","PYGN01000035.1",1288405,1290326,"+",,,"C0J52_00052","PSN56675.1",86,"hypothetical protein C0J52_00052"
"Un","PYGN01000035.1",1315446,1322589,"-",,"Spo11","C0J52_00053","PSN56716.1",374,"Meiotic recombination protein SPO11"
"Un","PYGN01000035.1",1507051,1518389,"+",,,"C0J52_00054","PSN56670.1",225,"hypothetical protein C0J52_00054"
"Un","PYGN01000035.1",1536845,1547516,"+",,,"C0J52_00055","PSN56715.1",154,"hypothetical protein C0J52_00055"
"Un","PYGN01000035.1",1541348,1581880,"-",,,"C0J52_00056","PSN56671.1",1184,"hypothetical protein C0J52_00056"
"Un","PYGN01000035.1",1550937,1551125,"+",,,"C0J52_00057","PSN56672.1",62,"hypothetical protein C0J52_00057"
"Un","PYGN01000035.1",1598548,1601531,"-",,,"C0J52_00058","PSN56717.1",256,"hypothetical protein C0J52_00058"
"Un","PYGN01000213.1",1054877,1055206,"+",,,"C0J52_15415","PSN51041.1",109,"hypothetical protein C0J52_15415"
"Un","PYGN01000213.1",1119782,1144140,"+",,,"C0J52_15416","PSN51038.1",316,"hypothetical protein C0J52_15416"
"Un","PYGN01000213.1",1211084,1250721,"+",,,"C0J52_15417","PSN51039.1",1917,"hypothetical protein C0J52_15417"
"Un","PYGN01000213.1",1264368,1279991,"+",,"ACAA2","C0J52_15418","PSN51046.1",341,"3-ketoacyl-CoA thiolase"
"Un","PYGN01000213.1",1284728,1291726,"+",,,"C0J52_15419","PSN51047.1",86,"hypothetical protein C0J52_15419"
"Un","PYGN01000213.1",1292344,1336052,"-",,,"C0J52_15420","PSN51037.1",935,"hypothetical protein C0J52_15420"
"Un","PYGN01000213.1",1336426,1366226,"+",,,"C0J52_15421","PSN51036.1",744,"hypothetical protein C0J52_15421"
"Un","PYGN01000213.1",1382980,1387460,"-",,,"C0J52_15422","PSN51035.1",284,"hypothetical protein C0J52_15422"
"Un","PYGN01000214.1",14540,19545,"-",,,"C0J52_26097","PSN51031.1",101,"hypothetical protein C0J52_26097, partial"
"Un","PYGN01000214.1",226327,226542,"-",,,"C0J52_26098","PSN51032.1",71,"hypothetical protein C0J52_26098, partial"
"Un","PYGN01000214.1",368203,384784,"-",,,"C0J52_26099","PSN51033.1",125,"hypothetical protein C0J52_26099"
"Un","PYGN01000214.1",563850,564101,"-",,,"C0J52_26100","PSN51034.1",83,"hypothetical protein C0J52_26100, partial"
"Un","PYGN01000215.1",45235,55390,"+",,,"C0J52_07436","PSN51018.1",66,"hypothetical protein C0J52_07436"
"Un","PYGN01000215.1",103425,111564,"+",,,"C0J52_07437","PSN51017.1",250,"hypothetical protein C0J52_07437"
"Un","PYGN01000215.1",114099,115931,"+",,,"C0J52_07438","PSN51020.1",106,"hypothetical protein C0J52_07438"
"Un","PYGN01000215.1",120589,128019,"-",,"eIF-2beta","C0J52_07439","PSN51019.1",334,"Eukaryotic translation initiation factor 2 subunit 2"
"Un","PYGN01000215.1",296204,298535,"-",,,"C0J52_07443","PSN51009.1",133,"hypothetical protein C0J52_07443"
"Un","PYGN01000215.1",314841,315023,"-",,"Start1","C0J52_07444","PSN51012.1",60,"Steroidogenic acute regulatory-like protein"
"Un","PYGN01000215.1",329040,329617,"+",,,"C0J52_07445","PSN51013.1",67,"hypothetical protein C0J52_07445"
"Un","PYGN01000215.1",334250,339105,"-",,,"C0J52_07446","PSN51010.1",227,"hypothetical protein C0J52_07446"
"Un","PYGN01000215.1",340693,350496,"+",,,"C0J52_07447","PSN51011.1",279,"hypothetical protein C0J52_07447"
"Un","PYGN01000215.1",370850,379635,"-",,,"C0J52_07448","PSN51014.1",455,"hypothetical protein C0J52_07448"
"Un","PYGN01000215.1",374077,390144,"+",,"Tbp_0","C0J52_07449","PSN51015.1",238,"TATA-box-binding protein"
"Un","PYGN01000215.1",432166,469827,"-",,"SLC9A6","C0J52_07450","PSN51022.1",297,"Sodium/hydrogen exchanger 6"
"Un","PYGN01000215.1",517171,550154,"-",,"Acadvl","C0J52_07451","PSN51021.1",529,"Very long-chain specific acyl-CoA dehydrogenase"
"Un","PYGN01000215.1",571487,635203,"-",,"KDM6A","C0J52_07452","PSN51024.1",1218,"Lysine-specific demethylase 6A"
"Un","PYGN01000215.1",751095,751439,"+",,,"C0J52_07453","PSN51023.1",92,"hypothetical protein C0J52_07453"
"Un","PYGN01000215.1",802984,823186,"+",,,"C0J52_07454","PSN51026.1",181,"hypothetical protein C0J52_07454"
"Un","PYGN01000215.1",844100,871505,"-",,,"C0J52_07455","PSN51025.1",1120,"hypothetical protein C0J52_07455"
"Un","PYGN01000215.1",872429,887437,"+",,"IntS9","C0J52_07456","PSN51028.1",513,"Integrator complex subunit 9"
"Un","PYGN01000215.1",919454,933559,"-",,"RYK","C0J52_07457","PSN51027.1",257,"Tyrosine-protein kinase RYK"
"Un","PYGN01000215.1",1098002,1099933,"-",,"Ir581","C0J52_39090","PSN51016.1",643,"Ionotropic receptor 581"
"Un","PYGN01000215.1",1108427,1110394,"-",,"Ir580","C0J52_39089","PSN51030.1",655,"Ionotropic receptor 580"
"Un","PYGN01000215.1",1187187,1312805,"+",,,"C0J52_07458","PSN51029.1",186,"hypothetical protein C0J52_07458"
"Un","PYGN01000216.1",3463,5382,"+",,,"C0J52_08575","PSN50986.1",108,"hypothetical protein C0J52_08575"
"Un","PYGN01000216.1",5748,14905,"-",,,"C0J52_08576","PSN50985.1",70,"hypothetical protein C0J52_08576"
"Un","PYGN01000216.1",109087,109275,"-",,,"C0J52_08577","PSN50984.1",62,"hypothetical protein C0J52_08577"
"Un","PYGN01000216.1",183835,183990,"+",,,"C0J52_08578","PSN50988.1",51,"hypothetical protein C0J52_08578"
"Un","PYGN01000216.1",187821,205847,"+",,,"C0J52_08579","PSN50987.1",164,"hypothetical protein C0J52_08579"
"Un","PYGN01000216.1",245841,253545,"-",,,"C0J52_08580","PSN51003.1",148,"hypothetical protein C0J52_08580"
"Un","PYGN01000116.1",1405022,1425299,"-",,,"C0J52_04653","PSN53796.1",195,"hypothetical protein C0J52_04653"
"Un","PYGN01000116.1",1405147,1425299,"-",,,"C0J52_04653","PSN53794.1",107,"hypothetical protein C0J52_04653"
"Un","PYGN01000116.1",1410990,1413398,"-",,,"C0J52_04653","PSN53793.1",63,"hypothetical protein C0J52_04653"
"Un","PYGN01000116.1",1475392,1507145,"-",,,"C0J52_04654","PSN53801.1",87,"hypothetical protein C0J52_04654"
"Un","PYGN01000116.1",1574497,1587363,"-",,,"C0J52_04655","PSN53802.1",219,"hypothetical protein C0J52_04655, partial"
"Un","PYGN01000116.1",1639607,1646987,"-",,,"C0J52_04656","PSN53800.1",126,"hypothetical protein C0J52_04656"
"Un","PYGN01000117.1",14443,25916,"+",,,"C0J52_06217","PSN53791.1",2087,"hypothetical protein C0J52_06217"
"Un","PYGN01000117.1",70246,71019,"+",,,"C0J52_06218","PSN53789.1",247,"hypothetical protein C0J52_06218"
"Un","PYGN01000117.1",71402,72055,"-",,,"C0J52_06219","PSN53790.1",217,"hypothetical protein C0J52_06219"
"Un","PYGN01000117.1",72218,72505,"-",,,"C0J52_06220","PSN53766.1",95,"hypothetical protein C0J52_06220"
"Un","PYGN01000117.1",105622,105816,"+",,,"C0J52_06221","PSN53765.1",64,"hypothetical protein C0J52_06221"
"Un","PYGN01000117.1",120326,156333,"+",,,"C0J52_06222","PSN53768.1",147,"hypothetical protein C0J52_06222, partial"
"Un","PYGN01000117.1",155762,155959,"-",,,"C0J52_06223","PSN53767.1",65,"hypothetical protein C0J52_06223"
"Un","PYGN01000117.1",158890,159072,"-",,,"C0J52_06224","PSN53770.1",60,"hypothetical protein C0J52_06224"
"Un","PYGN01000117.1",168726,169121,"-",,"RpII18_0","C0J52_06225","PSN53769.1",131,"DNA-directed RNA polymerases I"
"Un","PYGN01000117.1",171088,181488,"+",,,"C0J52_06226","PSN53772.1",135,"hypothetical protein C0J52_06226"
"Un","PYGN01000117.1",196672,206599,"+",,,"C0J52_06227","PSN53771.1",114,"hypothetical protein C0J52_06227"
"Un","PYGN01000117.1",202435,202641,"-",,,"C0J52_06228","PSN53764.1",68,"hypothetical protein C0J52_06228"
"Un","PYGN01000117.1",233789,233986,"+",,,"C0J52_06229","PSN53763.1",65,"hypothetical protein C0J52_06229"
"Un","PYGN01000117.1",234051,234482,"+",,,"C0J52_06230","PSN53783.1",143,"hypothetical protein C0J52_06230"
"Un","PYGN01000117.1",247518,247763,"-",,,"C0J52_06231","PSN53784.1",70,"hypothetical protein C0J52_06231"
"Un","PYGN01000117.1",247570,250706,"+",,,"C0J52_06232","PSN53781.1",96,"hypothetical protein C0J52_06232"
"Un","PYGN01000117.1",257763,258801,"-",,"SETMAR_1","C0J52_06233","PSN53782.1",341,"Histone-lysine N-methyltransferase SETMAR"
"Un","PYGN01000117.1",264484,264942,"-",,,"C0J52_06234","PSN53787.1",153,"hypothetical protein C0J52_06234, partial"
"Un","PYGN01000117.1",282233,336761,"+",,"smc3","C0J52_06235","PSN53788.1",556,"Structural maintenance of chromosomes protein 3"
"Un","PYGN01000117.1",314481,314906,"-",,,"C0J52_06236","PSN53785.1",141,"hypothetical protein C0J52_06236"
"Un","PYGN01000117.1",326919,327212,"-",,"Sod_0","C0J52_06237","PSN53786.1",97,"Superoxide dismutase"
"Un","PYGN01000117.1",329579,330484,"-",,,"C0J52_06238","PSN53779.1",301,"hypothetical protein C0J52_06238, partial"
"Un","PYGN01000117.1",347017,365860,"+",,,"C0J52_06239","PSN53780.1",304,"hypothetical protein C0J52_06239"
"Un","PYGN01000117.1",460293,509560,"+",,"Gdh_0","C0J52_06240","PSN53762.1",385,"Glutamate dehydrogenase"
"Un","PYGN01000117.1",471819,472535,"-",,,"C0J52_06241","PSN53761.1",238,"hypothetical protein C0J52_06241"
"Un","PYGN01000117.1",537646,544882,"+",,,"C0J52_06242","PSN53760.1",171,"hypothetical protein C0J52_06242"
"Un","PYGN01000117.1",548345,588531,"-",,,"C0J52_06243","PSN53759.1",559,"hypothetical protein C0J52_06243"
"Un","PYGN01000117.1",589429,592757,"+",,"mat2b","C0J52_06244","PSN53758.1",304,"Methionine adenosyltransferase 2 subunit beta"
"Un","PYGN01000117.1",594552,609844,"-",,,"C0J52_06245","PSN53757.1",586,"Translation factor GUF1"
"Un","PYGN01000117.1",633183,649855,"-",,"Hip14","C0J52_06246","PSN53756.1",625,"Palmitoyltransferase Hip14"
"Un","PYGN01000117.1",654328,668774,"+",,"bbs4","C0J52_06247","PSN53755.1",331,"Bardet-Biedl syndrome 4 protein"
"Un","PYGN01000117.1",689044,719897,"-",,,"C0J52_06248","PSN53754.1",518,"hypothetical protein C0J52_06248"
"Un","PYGN01000117.1",741431,754307,"-",,,"C0J52_06249","PSN53753.1",959,"hypothetical protein C0J52_06249"
"Un","PYGN01000117.1",757796,763734,"+",,,"C0J52_06250","PSN53773.1",112,"hypothetical protein C0J52_06250"
"Un","PYGN01000216.1",263304,280045,"+",,"Rpn10","C0J52_08581","PSN51004.1",347,"26S proteasome non-ATPase regulatory subunit 4"
"Un","PYGN01000216.1",295746,299280,"-",,,"C0J52_08582","PSN51001.1",175,"hypothetical protein C0J52_08582"
"Un","PYGN01000216.1",328055,328210,"-",,,"C0J52_08583","PSN51002.1",51,"hypothetical protein C0J52_08583"
"Un","PYGN01000216.1",350414,373610,"+",,,"C0J52_08584","PSN51007.1",80,"hypothetical protein C0J52_08584, partial"
"Un","PYGN01000216.1",453432,454031,"-",,,"C0J52_08585","PSN51008.1",199,"hypothetical protein C0J52_08585"
"Un","PYGN01000216.1",459444,471501,"-",,,"C0J52_08586","PSN51005.1",2069,"hypothetical protein C0J52_08586"
"Un","PYGN01000216.1",466813,467982,"+",,,"C0J52_08587","PSN51006.1",159,"hypothetical protein C0J52_08587"
"Un","PYGN01000216.1",613309,613787,"+",,,"C0J52_08588","PSN50999.1",113,"hypothetical protein C0J52_08588, partial"
"Un","PYGN01000216.1",879096,912295,"+",,,"C0J52_08589","PSN51000.1",401,"hypothetical protein C0J52_08589"
"Un","PYGN01000216.1",946447,1015015,"-",,"TRF","C0J52_08590","PSN50992.1",507,"Transferrin"
"Un","PYGN01000216.1",1023690,1049798,"+",,"ZNF420","C0J52_08591","PSN50991.1",678,"Zinc finger protein 420"
"Un","PYGN01000216.1",1058099,1060498,"-",,"ATG9A","C0J52_08592","PSN50994.1",799,"Autophagy-related protein 9A"
"Un","PYGN01000216.1",1072643,1082055,"+",,"mad2l1-1","C0J52_08593","PSN50993.1",162,"Mitotic spindle assembly checkpoint protein MAD2A"
"Un","PYGN01000216.1",1105883,1119899,"+",,,"C0J52_08594","PSN50996.1",1041,"hypothetical protein C0J52_08594"
"Un","PYGN01000216.1",1132197,1154438,"-",,,"C0J52_08595","PSN50995.1",433,"hypothetical protein C0J52_08595"
"Un","PYGN01000216.1",1159204,1165157,"-",,,"C0J52_08596","PSN50998.1",83,"hypothetical protein C0J52_08596"
"Un","PYGN01000216.1",1182022,1218275,"-",,,"C0J52_08597","PSN50997.1",324,"hypothetical protein C0J52_08597"
"Un","PYGN01000216.1",1225047,1228339,"-",,,"C0J52_08598","PSN50990.1",116,"hypothetical protein C0J52_08598"
"Un","PYGN01000216.1",1248793,1250240,"-",,,"C0J52_08599","PSN50989.1",161,"hypothetical protein C0J52_08599"
"Un","PYGN01000216.1",1256936,1265915,"-",,,"C0J52_08600","PSN50979.1",168,"hypothetical protein C0J52_08600"
"Un","PYGN01000216.1",1260026,1265915,"-",,,"C0J52_08600","PSN50978.1",98,"hypothetical protein C0J52_08600"
"Un","PYGN01000216.1",1303434,1308681,"-",,,"C0J52_08601","PSN50977.1",163,"hypothetical protein C0J52_08601"
"Un","PYGN01000216.1",1364990,1366381,"-",,,"C0J52_08602","PSN50981.1",463,"hypothetical protein C0J52_08602, partial"
"Un","PYGN01000216.1",1421840,1430959,"-",,,"C0J52_08603","PSN50980.1",167,"hypothetical protein C0J52_08603"
"Un","PYGN01000216.1",1443805,1463173,"-",,,"C0J52_08604","PSN50983.1",152,"hypothetical protein C0J52_08604"
"Un","PYGN01000216.1",1458168,1458323,"+",,,"C0J52_08605","PSN50982.1",51,"hypothetical protein C0J52_08605"
"Un","PYGN01000217.1",123226,123447,"+",,,"C0J52_07619","PSN50966.1",73,"hypothetical protein C0J52_07619"
"Un","PYGN01000217.1",212263,212679,"+",,,"C0J52_07620","PSN50971.1",138,"hypothetical protein C0J52_07620"
"Un","PYGN01000217.1",212702,214219,"+",,,"C0J52_07621","PSN50972.1",505,"hypothetical protein C0J52_07621"
"Un","PYGN01000217.1",335733,349676,"+",,,"C0J52_07622","PSN50969.1",141,"hypothetical protein C0J52_07622"
"Un","PYGN01000217.1",350008,359240,"-",,"psuG","C0J52_07623","PSN50970.1",208,"Pseudouridine-5\\'-phosphate glycosidase"
"Un","PYGN01000217.1",360240,391666,"+",,,"C0J52_07624","PSN50975.1",531,"hypothetical protein C0J52_07624"
"Un","PYGN01000217.1",397387,413310,"-",,"RIOK1","C0J52_07625","PSN50976.1",373,"Serine/threonine-protein kinase RIO1"
"Un","PYGN01000217.1",418302,434180,"-",,"NSFL1C","C0J52_07626","PSN50973.1",345,"NSFL1 cofactor p47"
"Un","PYGN01000217.1",446527,447927,"-",,,"C0J52_07627","PSN50974.1",466,"hypothetical protein C0J52_07627"
"Un","PYGN01000217.1",599600,601567,"-",,,"C0J52_07628","PSN50967.1",655,"hypothetical protein C0J52_07628"
"Un","PYGN01000217.1",802680,891956,"-",,,"C0J52_07629","PSN50968.1",355,"hypothetical protein C0J52_07629"
"Un","PYGN01000217.1",842239,876734,"+",,,"C0J52_07630","PSN50954.1",1183,"hypothetical protein C0J52_07630"
"Un","PYGN01000217.1",894888,901316,"-",,"Hm13","C0J52_07631","PSN50953.1",171,"Minor histocompatibility antigen H13"
"Un","PYGN01000217.1",901992,909553,"+",,"TATDN1","C0J52_07632","PSN50956.1",291,"putative deoxyribonuclease TATDN1"
"Un","PYGN01000035.1",1602394,1623555,"-",,,"C0J52_00059","PSN56718.1",876,"hypothetical protein C0J52_00059"
"Un","PYGN01000035.1",1668944,1674032,"+",,"MED18","C0J52_00060","PSN56706.1",222,"Mediator of RNA polymerase II transcription subunit 18"
"Un","PYGN01000035.1",1689013,1696914,"-",,"PRDM4","C0J52_00061","PSN56705.1",319,"PR domain zinc finger protein 4, partial"
"Un","PYGN01000035.1",1703575,1706060,"-",,,"C0J52_00062","PSN56708.1",141,"hypothetical protein C0J52_00062"
"Un","PYGN01000035.1",1759215,1760849,"-",,"Fdxh","C0J52_00063","PSN56707.1",140,"Adrenodoxin-like protein"
"Un","PYGN01000035.1",1761372,1767876,"+",,"UBAC2","C0J52_00064","PSN56710.1",351,"Ubiquitin-associated domain-containing protein 2"
"Un","PYGN01000035.1",1813777,1861615,"+",,"Pu","C0J52_00065","PSN56709.1",250,"GTP cyclohydrolase 1"
"Un","PYGN01000035.1",1950096,1956772,"+",,,"C0J52_00066","PSN56712.1",1197,"hypothetical protein C0J52_00066"
"Un","PYGN01000035.1",1958187,1969801,"-",,,"C0J52_00067","PSN56711.1",65,"hypothetical protein C0J52_00067"
"Un","PYGN01000035.1",1970910,1978826,"-",,"cript","C0J52_00068","PSN56714.1",105,"Cysteine-rich PDZ-binding protein"
"Un","PYGN01000035.1",1982750,2019939,"-",,,"C0J52_00069","PSN56713.1",623,"hypothetical protein C0J52_00069"
"Un","PYGN01000035.1",2031420,2031596,"-",,,"C0J52_00070","PSN56747.1",58,"hypothetical protein C0J52_00070"
"Un","PYGN01000035.1",2040420,2062685,"-",,,"C0J52_00071","PSN56748.1",301,"hypothetical protein C0J52_00071"
"Un","PYGN01000035.1",2075577,2091843,"-",,"ARCN1","C0J52_00072","PSN56745.1",380,"Coatomer subunit delta"
"Un","PYGN01000035.1",2100957,2111834,"-",,,"C0J52_00073","PSN56746.1",215,"hypothetical protein C0J52_00073"
"Un","PYGN01000035.1",2112270,2118580,"+",,,"C0J52_00074","PSN56751.1",569,"hypothetical protein C0J52_00074"
"Un","PYGN01000035.1",2132316,2191678,"-",,"Dnah7_1","C0J52_00075","PSN56752.1",3818,"Dynein heavy chain 7"
"Un","PYGN01000035.1",2167722,2167904,"+",,,"C0J52_00076","PSN56749.1",60,"hypothetical protein C0J52_00076"
"Un","PYGN01000035.1",2191864,2198296,"+",,,"C0J52_00077","PSN56750.1",280,"hypothetical protein C0J52_00077"
"Un","PYGN01000035.1",2225237,2242704,"+",,"VIL1","C0J52_00078","PSN56753.1",781,"Villin-1"
"Un","PYGN01000035.1",2246850,2247989,"-",,"SPR","C0J52_00079","PSN56754.1",379,"Sex peptide receptor"
"Un","PYGN01000035.1",2306687,2315939,"+",,,"C0J52_00080","PSN56685.1",142,"hypothetical protein C0J52_00080"
"Un","PYGN01000035.1",2318000,2318787,"+",,,"C0J52_00081","PSN56684.1",236,"hypothetical protein C0J52_00081"
"Un","PYGN01000035.1",2322988,2325192,"+",,,"C0J52_00082","PSN56683.1",278,"hypothetical protein C0J52_00082"
"Un","PYGN01000035.1",2326558,2331302,"+",,,"C0J52_00083","PSN56682.1",616,"hypothetical protein C0J52_00083"
"Un","PYGN01000035.1",2332668,2333782,"+",,,"C0J52_00084","PSN56681.1",281,"hypothetical protein C0J52_00084"
"Un","PYGN01000035.1",2334204,2342533,"+",,,"C0J52_00085","PSN56680.1",387,"hypothetical protein C0J52_00085"
